cod_modulo,id_ra,definicion,tipo
3016,4,"Instala elementos y sistemas de transmisión de voz y datos, reconociendo y aplicando las diferentes técnicas de montaje",
3016,5,Realiza operaciones básicas de configuración en redes locales cableadas relacionándolas con sus aplicaciones,x
3016,6,"Cumple las normas de prevención de riesgos laborales y de protección ambiental, identificando los riesgos asociados, las medidas y sistemas para prevenirlos",
3001,1,"Prepara los equipos y materiales necesarios para su trabajo, reconociendo sus principales funciones y aplicaciones y sus necesidades de mantenimiento",
3001,2,"Graba informáticamente datos, textos y otros documentos, valorando la rapidez y exactitud del proceso.",
3001,3,"Trata textos y datos informáticamente, seleccionando las aplicaciones informáticas en función de la tarea.",
3001,4,"Tramita documentación mediante su archivo, impresión y transmisión de los mismos, relacionado el tipo de documento con su ubicación.",X
3002,1,"Tramita información en línea aplicando herramientas de Internet, intranet y otras redes.",X
3002,2,Realiza comunicaciones internas y externas mediante las utilidades de correo electrónico siguiendo las pautas marcadas.,
3002,3,Elabora documentos utilizando las aplicaciones básicas de hojas de cálculo.,
3002,4,Elabora presentaciones gráficas utilizando aplicaciones informáticas.,
3003,1,Clasifica las tareas administrativas de una empresa identificando las áreas funcionales de la misma.,x
3003,2,Tramita correspondencia y paquetería identificando las fases del proceso,
3003,3,Controla el almacén de material de oficina relacionando el nivel de existencias con el aseguramiento de la continuidad de los servicios,
3003,4,Realiza operaciones básicas de tesorería identificando los diferentes documentos utilizados.,
3004,1,Realiza labores de reprografía de documentos valorando la calidad del resultado obtenido.,x
3004,2,Archiva documentos convencionales utilizados en las operaciones comerciales y administrativas relacionando el tipo de documento con su ubicación o destino,
3004,3,"Se comunica telefónicamente, en el ámbito profesional, distinguiendo el origen y destino de llamadas y mensajes.",
3004,4,Recibe a personas externas a la organización reconociendo y aplicando normas de protocolo.,
3005,1,"Atiende a posibles clientes, reconociendo las diferentes técnicas de comunicación.",X
3005,2,"Comunica al posible cliente las diferentes posibilidades del servicio, justificándolas desde el punto de vista técnico.",
3005,3,"Informa al probable cliente del servicio realizado, justificando las operaciones ejecutadas.",
3005,4,"Atiende reclamaciones de posibles clientes, reconociendo el protocolo de actuación",
3006,1,Asesora sobre las características de los productos solicitados y seleccionando las mercancías requeridas de acuerdo con las instrucciones establecidas,
3006,2,"Conforma pedidos de acuerdo con los requerimientos de posibles clientes, aplicando técnicas de medición y pesado mediante herramientas manuales y terminales específicos.",X
3006,3,Prepara pedidos para su expedición aplicando procedimientos manuales y automáticos de embalaje y etiquetado mediante equipos específicos,
3006,4,Realiza el seguimiento del servicio postventa identificando las situaciones posibles y aplicando los protocolos correspondientes,
437,1,"Selecciona técnicas de comunicación, relacionándolas con la estructura e imagen de la empresa y los flujos de información existentes en ella",
437,2,"Transmite información de forma oral, vinculándola a los usos y costumbres socioprofesionales habituales en la empresa.",
437,3,"Transmite información escrita, aplicando las técnicas de estilo a diferentes tipos de documentos propios de la empresa y de la Administración Pública",
437,4,"Archiva información en soporte papel e informático, reconociendo los criterios de eficiencia y ahorro en los trámites administrativos.",X
437,5,Reconoce necesidades de posibles clientes aplicando técnicas de comunicación.,
437,6,"Atiende consultas, quejas y reclamaciones de posibles clientes aplicando la normativa vigente en materia de consumo.",
437,7,. Potencia la imagen de empresa reconociendo y aplicando los elementos y herramientas del marketing,
437,8,Aplica procedimientos de calidad en la atención al cliente identificando los estándares establecidos.,
438,1,Calcula precios de venta y compra y descuentos aplicando las normas y usos mercantiles y la legislación fiscal vigente.,
438,2,"Confecciona documentos administrativos de las operaciones de compraventa, relacionándolos con las transacciones comerciales de la empresa",X
438,3,Liquida obligaciones fiscales ligadas a las operaciones de compra-venta aplicando la normativa fiscal vigente,
438,4,Controla existencias reconociendo y aplicando sistemas de gestión de almacén,
438,5,Tramita pagos y cobros reconociendo la documentación asociada y su flujo dentro de la empresa.,
439,1,Describe las características inherentes a la innovación empresarial relacionándolas con la actividad de creación de empresas,
439,2,Identifica el concepto de empresa y empresario analizando su forma jurídica y la normativa a la que está sujeto.,
439,3,Analiza el sistema tributario español reconociendo sus finalidades básicas así como las de los principales tributos,
439,4,Identifica las obligaciones fiscales de la empresa diferenciando los tributos a los que está sujeta.,X
439,5,"Identifica la estructura funcional y jurídica de laAdministración Pública, reconociendo los diferentes organismos y personas que la integran",
439,6,Describe los diferentes tipos de relaciones entre los administrados y la administración y sus carácter´sticas complentando documentaficón ue de ésta surge,
439,7,Realiza gestiones de obtención de información y presentación de documentos ante las Administraciones Públicas identificando los distintos tipos de registros públicos.,
440,1,Procesa textos alfanuméricos en un teclado extendido aplicando las técnicas mecanográficas.,
440,2,Instala y actualiza aplicaciones informáticas relacionadas con la tarea administrativa razonando los pasos a seguir en el proceso.,
440,3,Elabora documentos y plantillas manejando opciones de la hoja de cálculo tipo. Criterios de evaluación:,X
440,4,Elabora documentos de textos utilizando las opciones de un procesador de textos tipo.,X
440,5,Realiza operaciones de manipulación de datos en bases de datos ofimáticas tipo.,
440,6,"Integra imágenes digitales y secuencias de vídeo, utilizando aplicaciones tipo y periféricos en documentos de la empresa.",
440,7,Elabora presentaciones multimedia utilizando aplicaciones específicas,
440,8,Gestiona el correo y la agenda electrónica manejando aplicaciones especificas.,
441,1,Reconoce los elementos que integran el patrimonio de una organización económica clasificándolos en masas patrimoniales,
441,2,Reconoce la metodología contable analizando la terminología y los instrumentos contables utilizados en la empresa,X
441,3,Identifica el contenido básico del Plan General de Contabilidad PYME (PGC- PYME) interpretando su estructura,
441,4,"Clasifica contablemente hechos económicos básicos, aplicando la metodología contable y los criterios del Plan General de Contabilidad PYME",
441,5,Realiza operaciones de contabilización mediante del uso aplicaciones informáticas específicas valorando la eficiencia de éstas en la gestión del plan de cuentas,
442,1,Realiza la tramitación administrativa de los procesos de captación y selección del personal describiendo la documentación asociada.,
442,2,"Realiza la tramitación administrativa de los procesos de formación, desarrollo, compensación y beneficios de los trabajadores reconociendo la documentación que en ella se genera.",
442,3,"Confecciona la documentación relativa al proceso de contratación, variaciones de la situación laboral y finalización de contrato, identificando y aplicando la normativa laboral en vigor.",
442,4,"Elabora la documentación correspondiente al pago de retribuciones del personal, de cotización a la Seguridad Social e impuestos inherentes, reconociendo y aplicando la normativa en vigor.",
442,5,"Elabora la documentación relativa a las incidencias derivadas de la actividad laboral de los trabajadores, describiendo y aplicando las normas establecidas",
442,6,"Aplica procedimientos de calidad, prevención de riegos laborales y protección ambiental en las operaciones administrativas de recursos humanos reconociendo su incidencia en un sistema integrado de gestión administrativa",X
443,1,Prepara la documentación soporte de los hechos contables interpretando la información que contiene.,
443,2,Registra contablemente hechos económicos habituales reconociendo y aplicando la metodología contable y los criterios del Plan General de Contabilidad PYME,
443,3,". Contabiliza operaciones económicas habituales correspondientes a un ejercicio económico completo, reconociendo y aplicando la metodología contable y los criterios del Plan de Contabilidad",
443,4,Comprueba las cuentas relacionando cada registro contable con los datos de los documentos soporte.,X
446,1,Identifica las características del proyecto de empresa creada en el aula tomando parte en la actividad que esta desarrolla,
446,2,Transmite información entre las distintas áreas y a clientes internos y externos de la empresa creada en el aula reconociendo y aplicando técnicas de comunicación,
446,3,Organiza información explicando los diferentes métodos manuales y sistemas informáticos previstos.,
446,4,"Elabora documentación administrativa, distinguiendo y aplicando las tareas administrativas de cada uno de los departamentos de la empresa",
446,5,"Realiza las actividades derivadas de la política comercial, identificando las funciones del departamento de ventas y compras",
446,6,Atiende incidencias identificando criterios y procedimientos de resolución de problemas y reclamaciones.,
446,7,Trabaja en equipo reconociendo y valorando las diferentes aportaciones de cada uno de los miembros del grupo,X
647,1,"Caracteriza la estructura y organización de las administraciones públicas establecidas en la Constitución española y la UE, reconociendo los organismos, instituciones y personas que las integran.",
647,2,"Actualiza periódicamente la información jurídica requerida por la actividad empresarial, seleccionando la legislación y jurisprudencia relacionada con la organización",
647,3,"Organiza los documentos jurídicos relativos a la constitución y funcionamiento de las entidades, cumpliendo la normativa civil y mercantil vigente según las directrices definidas.",
647,4,"Cumplimenta los modelos de contratación privados más habituales en el ámbito empresarial o documentos de fe pública, aplicando la normativa vigente y los medios informáticos disponibles para su presentación y firma.",
647,5,"Elabora la documentación requerida por los organismos públicos relativos a los distintos procedimientos administrativos, cumpliendo con la legislación vigente y las directrices definidas.",X
648,1,"Caracteriza la empresa como una comunidad de personas, distinguiendo las implicaciones éticas de su comportamiento con respecto a los implicados en la misma",X
648,2,"Contrasta la aplicación de los principios de responsabilidad social corporativa en las políticas de desarrollo de los recursos humanos de las empresas, valorando su adecuación a las buenas prácticas validadas internacionalmente.",
648,3,"Coordina los flujos de información del departamento de recursos humanos a través de la organización, aplicando habilidades personales y sociales en procesos de gestión de recursos humanos.",
648,4,"Aplica los procedimientos administrativos relativos a la selección de recursos humanos, eligiendo los métodos e instrumentos más adecuados a la política de cada organización.",
648,5,"Gestiona los procedimientos administrativos relativos a la formación, promoción y desarrollo de recursos humanos, designando los métodos e instrumentos más adecuados.",
649,1,"Mantiene en condiciones óptimas de funcionamiento los equipos, aplicaciones y red, instalando y actualizando los componentes hardware y software necesarios.",
649,2,"Escribe textos alfanuméricos en un teclado extendido, aplicando las técnicas",
649,3,"Gestiona los sistemas de archivos, buscando y seleccionando con medios convencionales e informáticos la información necesaria.",
649,4,"Elabora hojas de cálculo adaptadas a las necesidades que se planteen en el tratamiento de la información, aplicando las opciones avanzadas.",
649,5,"Elabora documentos de textos, utilizando las opciones avanzadas de un procesador de textos.",X
649,6,"Utiliza sistemas de gestión de bases de datos adaptadas a las necesidades que se planteen en el tratamiento de la información administrativa, aplicando las opciones avanzadas.",
649,7,"Gestiona integradamente la información proveniente de diferentes aplicaciones así como archivos audiovisuales, utilizando programas y periféricos específicos.",
649,8,"Gestiona el correo y la agenda electrónica, utilizando aplicaciones específicas.",
649,9,"Elabora presentaciones multimedia de documentos e informes, utilizando aplicaciones específicas.",
650,1,"Determina los elementos patrimoniales de la empresa, analizando la actividad empresarial.",
650,2,"Integra la normativa contable y el método de la partida doble, analizando el PGC PYME y la metodologia contable",
650,3,"Gestiona la información sobre tributos que afectan o gravan la actividad comercial de la empresa, seleccionando y aplicando la normativa mercantil y fiscal vigente.",
650,4,"Elabora y organiza la documentación administrativa de las operaciones de compraventa, relacionándola con las transacciones comerciales de la empresa.",X
650,5,"Determina los trámites de la gestión de cobros y pagos, analizando la documentación asociada y su flujo dentro de la empresa",
650,6,"Registra los hechos contables básicos derivados de la actividad comercial y dentro de un ciclo económico, aplicando la metodología contable y los principios y normas del PGC.",
650,7,"Efectúa la gestión y el control de la tesorería, utilizando aplicaciones informáticas.",
651,1,"Caracteriza técnicas de comunicación institucional y promocional, distinguiendo entre internas y externas.",
651,2,"Realiza comunicaciones orales presenciales y no presenciales, aplicando técnicas de comunicación y adaptándolas a la situación y al interlocutor.",
651,3,"Elabora documentos escritos de carácter profesional, aplicando criterios lingüísticos, ortográficos y de estilo",
651,4,"Determina los procesos de recepción, registro, distribución y recuperación de Comunicaciones escritas, aplicando criterios específicos de cada una de estas tareas.",
651,5,"Aplica técnicas de comunicación, identificando las más adecuadas en la relación y atención a los clientes/usuarios",X
651,6,"Gestiona consultas, quejas y reclamaciones de posibles clientes, aplicando la normativa vigente.",
651,7,"Organiza el servicio postventa, relacionándolo con la fidelización del cliente.",
652,1,"Gestiona la documentación que genera el proceso de contratación, aplicando la normativa vigente.",X
652,2,"Programa las tareas administrativas correspondientes a la modificación, suspensión y extinción del contrato de trabajo, aplicando la normativa vigente y cumplimentando la documentación aparejada",
652,3,"Caracteriza las obligaciones administrativas del empresario con la Seguridad Social, tramitando la documentación y realizando los cálculos procedentes",
652,4,"Confecciona los documentos derivados del proceso de retribución de recursos humanos y las obligaciones de pagos, aplicando la normativa vigente.",
653,1,"Determina las necesidades financieras y las ayudas económicas óptimas para la empresa, identificiando las alternativas posibles.",
653,2,"Clasifica los productos y servicios financieros, analizando sus características y formas de contratación",X
653,3,"Evalúa productos y servicios financieros del mercado, realizando los cálculos y elaborando los informes oportunos",
653,4,"Caracteriza la tipología de seguros, analizando la actividad aseguradora",
653,5,"Selecciona inversiones en activos financieros o económicos, analizando sus características y realizando los cálculos oportunos.",
653,6,"Integra los presupuestos parciales de las áreas funcionales y/o territoriales de la empresa/ organización, verificando la información que contienen.",
654,1,"Contabiliza en soporte informático los hechos contables derivados de las operaciones de trascendencia económico-financiera de una empresa, cumpliendo con los criterios establecidos en el Plan General de Contabilidad (PGC).",X
654,2,"Realiza la tramitación de las obligaciones fiscales y contables relativas al Impuesto de Sociedades y el Impuesto sobre la Renta de las Personas Físicas, aplicando la normativa de carácter mercantil y fiscal vigente.",
654,3,"Registra contablemente las operaciones derivadas del fin del ejercicio económico a partir de la información y documentación de un ciclo económico completo, aplicando los criterios del PGC y la legislación vigente",
654,4,"Confecciona las cuentas anuales y verifica los trámites para su depósito en el Registro Mercantil, aplicando la legislación mercantil vigente",
654,5,"Elabora informes de análisis sobre la situación económica-financiera y patrimonial de una empresa, interpretando los estados contables",
654,6,"Caracteriza el proceso de auditoría en la empresa, describiendo su propósito dentro del marco normativo español.",
645,1,"Elabora planes de aprovisionamiento, analizando información de las distintas áreas de la organización o empresa.",
645,2,"Realiza procesos de selección de proveedores, analizando las condiciones técnicas y los parámetros habituales",
645,3,"Planifica la gestión de las relaciones con los proveedores, aplicando técnicas de negociación y comunicación.",
645,4,"Programa el seguimiento documental y los controles del proceso de aprovisionamiento, aplicando los mecanismos previstos en el programa y utilizando aplicaciones informáticas.",X
645,5,"Define las fases y operaciones que deben realizarse dentro de la cadena logística, asegurándose la trazabilidad y calidad en el seguimiento de la mercancía.",
1226,1,"Identifica el concepto de marketing y su utilidad en la actividad comercial, analizando sus principales funciones en las empresas y organizaciones.",
1226,2,"Caracteriza el mercado y el entorno de la empresa, analizando los principales factores que los conforman y su influencia en la aplicación de las acciones de marketing.",
1226,3,"Determina el proceso de investigación comercial y el sistema de información de marketing, analizando las técnicas y los procedimientos aplicables para su desarrollo.",
1226,4,"Define las políticas aplicables al producto o servicio, adecuándolo a las necesidades y perfil de los clientes y a las tendencias del mercado.",
1226,5,"Determina el método de fijación del precio de venta del producto/servicio, teniendo en cuenta los costes, el margen comercial, los precios de la competencia, la percepción de valor del cliente y otros factores que influyen en el precio.",
1226,6,"Selecciona la forma y el canal de distribución del producto o línea de productos, considerando los tipos de intermediarios que intervienen y las funciones que desarrollan.",
1226,7,"Identifica las acciones y técnicas que integran la política de comunicación de la empresa u organización, analizando las funciones de cada una de ellas.",x
1226,8,"Secuencia el proceso de planificación comercial, identificando las fases o etapas del plan de marketing.",
1229,1,"Determina las necesidades de compra de un pequeño establecimiento comercial, realizando previsiones de ventas a partir de datos históricos, tendencias, capacidad del punto de venta y rotación, entre otros.",
1229,2,"Realiza planes de aprovisionamiento de mercaderías, utilizando técnicas de selección de proveedores que garanticen el suministro permanente y periódico de la tienda.",
1229,3,"Tramita la documentación de compra de mercaderías, realizando pedidos, controlando albaranes y haciendo efectivas facturas según los procedimientos seguidos habitualmente con proveedores o centrales de compra.",x
1229,4,"Gestiona y controla el proceso de recepción de pedidos, verificándolos de acuerdo con los criterios comerciales establecidos con los proveedores, distribuidores comerciales o centrales de compra.",
1229,5,"Comprueba la idoneidad del surtido implantado en el establecimiento comercial, calculando su rentabilidad y detectando productos caducados, obsoletos y oportunidades de nuevos productos.",
1229,6,"Realiza la gestión de compraventa de un establecimiento comercial, utilizando el terminal punto de venta (TPV).",
1231,1,"Organiza la superficie comercial, aplicando técnicas de optimización de espacios y criterios de seguridad e higiene.",
1231,2,"Coloca, expone y repone los productos en la zona de venta, atendiendo a criterios comerciales, condiciones de seguridad y normativa vigente.",X
1231,3,"Realiza trabajos de decoración, señalética, rotulación y cartelería, aplicando técnicas de publicidad y animación en el punto de venta.",
1231,4,"Realiza los escaparates adecuados a las características esenciales de los establecimientos y cuida los elementos exteriores, aplicando técnicas profesionales.",
1231,5,"Determina acciones promocionales para rentabilizar los espacios de establecimientos comerciales, aplicando técnicas para incentivar la venta y para la captación y fidelización de clientes.",
1231,6,"Aplica métodos de control de acciones de merchandising, evaluando los resultados obtenidos.",
1232,1,"Identifica el proceso de decisión de compra del consumidor y/o usuario, analizando los factores que inciden en el mismo y las tipologías de clientes.",
1232,2,"Define las funciones, conocimientos y perfil de los vendedores, analizando las necesidades de formación, motivación y remuneración del equipo de ventas.",
1232,3,"Organiza el proceso de venta, definiendo las líneas de actuación del vendedor, de acuerdo con los objetivos fijados en el plan de ventas.",
1232,4,"Desarrolla entrevistas con supuestos clientes, utilizando técnicas de venta, negociación y cierre adecuadas, dentro de los límites de actuación establecidos por la empresa.",
1232,5,"Formaliza los contratos de compraventa y otros contratos afines, analizando las cláusulas más habituales de acuerdo con la normativa vigente.",
1232,6,"Gestiona la documentación comercial y de pago/cobro de las operaciones de compraventa, cumplimentando los documentos necesarios.",x
1232,7,"Determina los precios y el importe de las operaciones, aplicando el cálculo comercial en los procesos de venta.",
1233,1,"Maneja a nivel de usuario sistemas informáticos empleados habitualmente en el comercio, utilizando el hardware y el software más común.",x
1233,2,"Utiliza la red Internet y los servicios que la componen, manejando programas de navegación, correo electrónico y transferencia de archivos, entre otros.",
1233,3,"Confecciona materiales informativos y publicitarios, utilizando técnicas de diseño gráfico.",
1233,4,"Realiza tareas de manipulación de textos y de presentación de textos, imágenes y gráficos en forma continua, empleando programas para la automatización de los trabajos y actividades específicas del comercio.",
1233,5,"Realiza cálculos matemáticos con hoja de cálculo y tratamiento de datos con gestores de bases de datos, utilizando programas para la automatización de las actividades comerciales.",
1233,6,"Realiza la facturación electrónica y otras tareas administrativas, de forma telemática, utilizando en cada caso el software específico.",
1234,1,"Desarrolla actividades de atención/información al cliente, procurando transmitir la imagen más adecuada de la empresa u organización.",x
1234,2,"Utiliza técnicas de comunicación en situaciones de atención al cliente/consumidor/usuario, proporcionando la información solicitada.",
1234,3,"Organiza la información relativa a la relación con los clientes, aplicando técnicas de organización y archivo tanto manuales como informáticas.",
1234,4,"Identifica los organismos e instituciones de protección y defensa del consumidor y usuario, analizando las competencias de cada uno de ellos.",
1234,5,"Realiza trámites de quejas y reclamaciones del cliente/consumidor, aplicando técnicas de comunicación y negociación para su resolución.",
1234,6,"Colabora en la ejecución del plan de calidad y mejora del servicio de atención al cliente, aplicando técnicas de evaluación y control de la eficacia del servicio.",
1235,1,"Aplica las directrices del plan de marketing digital de la empresa, participando en su ejecución y sostenimiento.",
1235,2,"Realiza las acciones necesarias para efectuar ventas online, aplicando las políticas de comercio electrónico definidas por la empresa.",
1235,3,"Realiza el mantenimiento de la página web corporativa, la tienda electrónica y el catálogo online, utilizando aplicaciones informáticas y lenguajes específicos.",
1235,4,"Establece foros de comunicación entre usuarios, utilizando las redes sociales de ámbito empresarial.",
1235,5,"Utiliza entornos de trabajo dirigidos al usuario final (Web 2.0), integrando herramientas informáticas y recursos de Internet.",x
1227,1,"Obtiene información sobre iniciativas emprendedoras y oportunidades de creación de una pequeña empresa, valorando el impacto sobre el entorno de actuación e incorporando valores éticos.",
1227,2,"Determina la forma jurídica de la empresa y los trámites que se exigen para su creación y puesta en marcha, aplicando la normativa mercantil, laboral y fiscal vigente.",
1227,3,"Elabora un proyecto de creación de un pequeño comercio, delimitando sus características e incluyendo un estudio de viabilidad para la puesta en marcha y sostenibilidad del mismo.",
1227,4,"Elabora un plan de inversiones básico, identificando los activos fijos que se requieren, su forma de adquisición y los recursos financieros necesarios, en función de las características de la tienda y de los productos que se van a comercializar.",
1227,5,"Planifica la gestión económica y la tesorería del pequeño comercio, estableciendo el sistema de fijación de precios que garantice su rentabilidad y sostenibilidad en el tiempo.",
1227,6,"Gestiona la documentación comercial y de cobro y pago derivada de la compraventa de los productos y/o servicios prestados, respetando la normativa mercantil y fiscal vigente.",x
1227,7,"Gestiona el proceso administrativo, contable y fiscal de la empresa, aplicando la legislación mercantil y fiscal vigente y los principios y normas del Plan General Contable para las pymes.",
1227,8,"Elabora un plan para la implantación de un servicio de calidad y proximidad con atención personalizada al cliente, potenciando la singularidad y la competitividad del comercio.",
1228,1,"Planifica las tareas diarias necesarias para realizar las operaciones y flujos de mercancías del almacén, optimizando los recursos disponibles.",
1228,2,"Aplica técnicas de recepción y disposición de mercancías en el almacén, controlando los tiempos de manipulación y las condiciones de almacenamiento en función de las características de la mercancía.",
1228,3,"Determina las condiciones de preparación de pedidos y la expedición de las mercancías del almacén, optimizando tiempos y recursos de acuerdo con la normativa vigente en materia de manipulación y transporte.",
1228,4,"Aplica técnicas de gestión de stocks de mercancías en el almacén, analizando parámetros de control y realizando inventarios.",x
1228,5,"Programa las actividades diarias del personal del almacén, garantizando el desarrollo efectivo y eficaz de las actividades del almacén.",
1228,6,Maneja aplicaciones informáticas de gestión y organización de almacenes que mejoren el sistema de calidad.,
1228,7,Aplica la normativa de seguridad e higiene en las operaciones de almacén mediante procedimientos de previsión de accidentes laborales.,
1230,1,"Elabora ofertas comerciales de productos industriales y del sector primario, adaptando los argumentos de venta a los distintos tipos de clientes (minoristas, mayoristas e institucionales).",
1230,2,"Confecciona ofertas comerciales de servicios, adaptando los argumentos de venta a las características específicas del servicio propuesto y a las necesidades de cada cliente.",x
1230,3,"Realiza actividades propias de la venta de productos tecnológicos, aplicando técnicas de venta adecuadas y recopilando información actualizada de la evolución y tendencias del mercado de este tipo de bienes.",
1230,4,"Desarrolla actividades relacionadas con la venta de productos de alta gama, aplicando técnicas que garanticen la transmisión de la imagen de marca de calidad y reputación elevada.",
1230,5,"Prepara diferentes acciones promocionales de bienes inmuebles, aplicando técnicas de comunicación adaptadas al sector.",
1230,6,"Desarrolla actividades relacionadas con el proceso de venta de inmuebles, cumplimentando los documentos generados en este tipo de operaciones.",
1230,7,"Desarrolla actividades de telemarketing en situaciones de venta telefónica, captación y fidelización de clientes y atención personalizada, aplicando las técnicas adecuadas en cada caso.",
3005,1,"Atiende a posibles clientes, reconociendo las diferentes técnicas de comunicación.",x
3005,2,"Comunica al posible cliente las diferentes posibilidades del servicio, justificándolas desde el punto de vista técnico.",
3005,3,"Informa al probable cliente del servicio realizado, justificando las operaciones ejecutadas.",
3005,4,"Atiende reclamaciones de posibles clientes, reconociendo el protocolo de actuación.",
3001,1,"Prepara los equipos y materiales necesarios para su trabajo, reconociendo sus principales funciones y aplicaciones y sus necesidades de mantenimiento.",
3001,2,"Graba informáticamente datos, textos y otros documentos, valorando la rapidez y exactitud del proceso.",x
3001,3,"Trata textos y datos informáticamente, seleccionando las aplicaciones informáticas en función de la tarea.",
3001,4,"Tramita documentación mediante su archivo, impresión y transmisión de los mismos, relacionado el tipo de documento con su ubicación.",
3069,1,Monta elementos de animación del punto de venta y expositores de productos describiendo los criterios comerciales que es preciso utilizar.,
3069,2,Dispone productos en lineales y expositores seleccionando la técnica básica de “merchandising” apropiada a las características del producto.,x
3069,3,Coloca etiquetas y dispositivos de seguridad valorando la relevancia del sistema de codificación “European Article Numbering Association” (EAN) en el control del punto de venta.,
3069,4,Empaqueta productos relacionando la técnica seleccionada con los criterios comerciales y de imagen perseguidos.,
3006,1,Asesora sobre las características de los productos solicitados y seleccionando las mercancías requeridas de acuerdo con las instrucciones establecidas.,
3006,2,"Conforma pedidos de acuerdo con los requerimientos de posibles clientes, aplicando técnicas de medición y pesado mediante herramientas manuales y terminales específicos.",
3006,3,Prepara pedidos para su expedición aplicando procedimientos manuales y automáticos de embalaje y etiquetado mediante equipos específicos.,x
3006,4,Realiza el seguimiento del servicio postventa identificando las situaciones posibles y aplicando los protocolos correspondientes.,
3002,1,"Tramita información en línea aplicando herramientas de Internet, intranet y otras redes.",
3002,2,Realiza comunicaciones internas y externas mediante las utilidades de correo electrónico siguiendo las pautas marcadas.,
3002,3,Elabora documentos utilizando las aplicaciones básicas de hojas de cálculo.,x
3002,4,Elabora presentaciones gráficas utilizando aplicaciones informáticas.,
3070,1,Recepciona mercancías relacionando sus características con las condiciones de almacenamiento previstas.,
3070,2,Etiqueta mercancías mediante aplicaciones informáticas específicas valorando el control de la trazabilidad que posibilita su registro y codificación.,
3070,3,Almacena productos y mercancías justificando su ubicación y condiciones de almacenamiento en función del espacio disponible.,
3070,4,"Colabora en la elaboración de inventarios de mercancías, realizando operaciones básicas de control de existencias mediante herramientas informáticas de control de almacenes.",
3070,5,"Prepara pedidos para su expedición relacionando las características, condiciones de manipulación y conservación de mercancías y productos con órdenes de trabajo y documentos de expedición.",x
